contamination,query_genus,target_genus,,I# query,I# target,query_seq,target_seq,,%similar,length of match (bp),tlength,qlength,mismatch,gapopen, qstart ,qend ,,tstart ,tend ,,evalue,note
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L502_MERG00055_0101_SUPERCONTIG,L502_MERG00061_0101_SUPERCONTIG,.,95.94,345,1099,957,14,0,345,689,,435,779,,4.00E-161,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L506_MERG00055_0101_SUPERCONTIG,L506_MERG00061_0101_SUPERCONTIG,.,95.90,293,1043,804,11,1,262,554,,340,631,,5.00E-135,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L517_MERG00055_0101_SUPERCONTIG,L517_MERG00061_0101_SUPERCONTIG,.,96.06,736,788,785,29,0,50,785,,42,777,,0.0,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L541_MERG00055_0101_SUPERCONTIG,L541_MERG00061_0101_SUPERCONTIG,.,97.40,77,1016,963,2,0,421,497,,77,1,,4.00E-32,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L568_MERG00055_0101_SUPERCONTIG,L568_MERG00061_0101_SUPERCONTIG,.,97.81,366,972,942,8,0,297,662,,421,786,,0.0,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L635_MERG00055_0101_SUPERCONTIG,L635_MERG00061_0101_SUPERCONTIG,.,97.08,137,931,810,3,1,673,808,,755,891,,1.00E-61,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L667_MERG00055_0101_SUPERCONTIG,L667_MERG00061_0101_SUPERCONTIG,.,95.05,101,915,763,4,1,2,101,,188,288,,5.00E-40,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L869_MERG00055_0101_SUPERCONTIG,L869_MERG00061_0101_SUPERCONTIG,.,95.24,147,1201,1000,7,0,1,147,,13,159,,1.00E-62,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L904_MERG00055_0101_SUPERCONTIG,L904_MERG00061_0101_SUPERCONTIG,.,97.03,101,1167,1102,3,0,74,174,,1,101,,1.00E-43,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L924_MERG00055_0101_SUPERCONTIG,L924_MERG00061_0101_SUPERCONTIG,.,96.69,483,801,728,15,1,214,695,,316,798,,0.0,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L928_MERG00055_0101_SUPERCONTIG,L928_MERG00061_0101_SUPERCONTIG,.,95.50,289,870,836,13,0,270,558,,217,505,,1.00E-131,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L928_MERG00055_0101_SUPERCONTIG,L928_MERG00061_0101_SUPERCONTIG,.,96.59,176,870,836,4,1,660,833,,512,687,,6.00E-80,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L929_MERG00055_0101_SUPERCONTIG,L929_MERG00061_0101_SUPERCONTIG,.,97.46,473,1027,754,10,1,281,751,,409,881,,0.0,withinloci
6,Acanthochalcis,Cratocentrus,,I23977,I23233,L985_MERG00055_0101_SUPERCONTIG,L985_MERG00061_0101_SUPERCONTIG,.,96.83,63,1078,968,2,0,899,961,,1016,1078,,3.00E-24,withinloci
10,Acanthochalcis,Euperilampus,,I23977,I21688,L420_MERG00055_0101_SUPERCONTIG,L421_MERG00216_0101_SUPERCONTIG,.,95.62,160,1299,708,7,0,270,429,,259,418,,5.00E-67,betweenloci
10,Acanthochalcis,Euperilampus,,I23977,I21688,L420_MERG00055_0101_SUPERCONTIG,L422_MERG00216_0101_SUPERCONTIG,.,95.62,160,1333,708,7,0,270,429,,93,252,,5.00E-67,betweenloci
7,Acanthochalcis,Ormyromorpha,,I23977,I21946,L501_MERG00055_0101_SUPERCONTIG,L500_MERG00261_0101_SUPERCONTIG,.,96.55,232,1139,821,5,1,284,512,,817,1048,,3.00E-104,betweenloci
6,Acanthochalcis,Phasgonophora,,I23977,I23978,L418_MERG00055_0101_SUPERCONTIG,L417_MERG00064_0101_SUPERCONTIG,.,97.13,418,660,804,12,0,6,423,,243,660,,0.0,betweenloci
2,Acerophagus,Epitranus,,I23990,I23979,L137_MERG00076_0101_SUPERCONTIG,L136_MERG00066_0101_SUPERCONTIG,.,100.00,184,672,280,0,0,1,184,,489,672,,2.00E-92,betweenloci
1,Acerophagus,Epitranus,,I23990,I23979,L137_MERG00076_0101_SUPERCONTIG,L137_MERG00066_0101_SUPERCONTIG,.,100.00,280,775,280,0,0,1,280,,302,581,,5.00E-149,withinloci
1,Acerophagus,Epitranus,,I23990,I23979,L404_MERG00076_0101_SUPERCONTIG,L404_MERG00066_0101_SUPERCONTIG,.,99.68,310,677,310,1,0,1,310,,173,482,,7.00E-164,withinloci
1,Acerophagus,Epitranus,,I23990,I23979,L535_MERG00076_0101_SUPERCONTIG,L535_MERG00066_0101_SUPERCONTIG,.,100.00,303,921,303,0,0,1,303,,330,632,,2.00E-161,withinloci
1,Acerophagus,Epitranus,,I23990,I23979,L772_MERG00076_0101_SUPERCONTIG,L772_MERG00066_0101_SUPERCONTIG,.,100.00,265,649,265,0,0,1,265,,110,374,,7.00E-141,withinloci
3,Acerophagus,Mayridia,,I23990,I23988,L1029_MERG00076_0101_SUPERCONTIG,L1028_MERG00081_0101_SUPERCONTIG,.,99.59,493,930,915,2,0,1,493,,438,930,,0.0,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L169_MERG00076_0101_SUPERCONTIG,L168_MERG00081_0101_SUPERCONTIG,.,100.00,283,869,467,0,0,1,283,,587,869,,3.00E-147,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L30_MERG00076_0101_SUPERCONTIG,L31_MERG00081_0101_SUPERCONTIG,.,99.73,370,827,467,0,1,99,467,,1,370,,0.0,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L401_MERG00076_0101_SUPERCONTIG,L403_MERG00081_0101_SUPERCONTIG,.,100.00,147,925,553,0,0,407,553,,1,147,,1.00E-71,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L450_MERG00076_0101_SUPERCONTIG,L451_MERG00081_0101_SUPERCONTIG,.,100.00,453,823,473,0,0,21,473,,1,453,,0.0,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L450_MERG00076_0101_SUPERCONTIG,L449_MERG00081_0101_SUPERCONTIG,.,100.00,281,749,473,0,0,1,281,,469,749,,4.00E-146,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L511_MERG00076_0101_SUPERCONTIG,L512_MERG00081_0101_SUPERCONTIG,.,99.15,355,835,461,2,1,108,461,,1,355,,0.0,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L576_MERG00076_0101_SUPERCONTIG,L577_MERG00081_0101_SUPERCONTIG,.,100.00,135,650,467,0,0,333,467,,1,135,,5.00E-65,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L590_MERG00076_0101_SUPERCONTIG,L589_MERG00081_0101_SUPERCONTIG,.,99.36,312,770,501,2,0,1,312,,459,770,,5.00E-160,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L624_MERG00076_0101_SUPERCONTIG,L623_MERG00081_0101_SUPERCONTIG,.,99.54,218,835,293,1,0,1,218,,618,835,,1.00E-109,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L68_MERG00076_0101_SUPERCONTIG,L67_MERG00081_0101_SUPERCONTIG,.,100.00,393,682,577,0,0,1,393,,290,682,,0.0,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L738_MERG00076_0101_SUPERCONTIG,L739_MERG00081_0101_SUPERCONTIG,.,100.00,335,653,406,0,0,72,406,,1,335,,3.00E-176,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L738_MERG00076_0101_SUPERCONTIG,L737_MERG00081_0101_SUPERCONTIG,.,100.00,333,950,406,0,0,1,333,,618,950,,4.00E-175,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L901_MERG00076_0101_SUPERCONTIG,L900_MERG00081_0101_SUPERCONTIG,.,99.67,300,1806,1524,1,0,53,352,,1507,1806,,2.00E-154,betweenloci
3,Acerophagus,Mayridia,,I23990,I23988,L993_MERG00076_0101_SUPERCONTIG,L994_MERG00081_0101_SUPERCONTIG,.,100.00,117,653,513,0,0,397,513,,1,117,,6.00E-55,betweenloci
5,Acerophagus,Mayridia,,I23990,I23988,L1024_MERG00076_0101_SUPERCONTIG,L1024_MERG00081_0101_SUPERCONTIG,.,99.79,485,688,485,1,0,1,485,,103,587,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L1029_MERG00076_0101_SUPERCONTIG,L1029_MERG00081_0101_SUPERCONTIG,.,99.78,915,1096,915,2,0,1,915,,27,941,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L141_MERG00076_0101_SUPERCONTIG,L141_MERG00081_0101_SUPERCONTIG,.,100.00,355,622,355,0,0,1,355,,86,440,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L169_MERG00076_0101_SUPERCONTIG,L169_MERG00081_0101_SUPERCONTIG,.,100.00,467,740,467,0,0,1,467,,207,673,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L267_MERG00076_0101_SUPERCONTIG,L267_MERG00081_0101_SUPERCONTIG,.,100.00,364,621,364,0,0,1,364,,121,484,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L30_MERG00076_0101_SUPERCONTIG,L30_MERG00081_0101_SUPERCONTIG,.,100.00,467,795,467,0,0,1,467,,103,569,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L377_MERG00076_0101_SUPERCONTIG,L377_MERG00081_0101_SUPERCONTIG,.,99.56,686,3126,2463,3,0,1,686,,497,1182,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L377_MERG00076_0101_SUPERCONTIG,L377_MERG00081_0101_SUPERCONTIG,.,99.56,686,3126,2463,3,0,1,686,,2060,2745,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L401_MERG00076_0101_SUPERCONTIG,L401_MERG00081_0101_SUPERCONTIG,.,99.28,554,747,553,3,1,1,553,,117,670,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L450_MERG00076_0101_SUPERCONTIG,L450_MERG00081_0101_SUPERCONTIG,.,100.00,473,743,473,0,0,1,473,,170,642,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L511_MERG00076_0101_SUPERCONTIG,L511_MERG00081_0101_SUPERCONTIG,.,99.13,462,677,461,3,1,1,461,,57,518,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L522_MERG00076_0101_SUPERCONTIG,L522_MERG00081_0101_SUPERCONTIG,.,100.00,387,462,387,0,0,1,387,,22,408,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L576_MERG00076_0101_SUPERCONTIG,L576_MERG00081_0101_SUPERCONTIG,.,99.36,467,628,467,3,0,1,467,,118,584,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L57_MERG00076_0101_SUPERCONTIG,L57_MERG00081_0101_SUPERCONTIG,.,99.87,799,892,799,1,0,1,799,,78,876,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L624_MERG00076_0101_SUPERCONTIG,L624_MERG00081_0101_SUPERCONTIG,.,99.66,293,673,293,1,0,1,293,,290,582,,1.00E-154,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L641_MERG00076_0101_SUPERCONTIG,L641_MERG00081_0101_SUPERCONTIG,.,100.00,421,915,421,0,0,1,421,,326,746,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L68_MERG00076_0101_SUPERCONTIG,L68_MERG00081_0101_SUPERCONTIG,.,100.00,577,706,577,0,0,1,577,,73,649,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L715_MERG00076_0101_SUPERCONTIG,L715_MERG00081_0101_SUPERCONTIG,.,99.73,753,1160,753,2,0,1,753,,120,872,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L738_MERG00076_0101_SUPERCONTIG,L738_MERG00081_0101_SUPERCONTIG,.,100.00,406,742,406,0,0,1,406,,147,552,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L901_MERG00076_0101_SUPERCONTIG,L901_MERG00081_0101_SUPERCONTIG,.,99.80,1472,1653,1524,3,0,53,1524,,162,1633,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L993_MERG00076_0101_SUPERCONTIG,L993_MERG00081_0101_SUPERCONTIG,.,100.00,513,737,513,0,0,1,513,,111,623,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L590_MERG00076_0101_SUPERCONTIG,L591_MERG00081_0101_SUPERCONTIG,.,98.31,413,547,501,6,1,89,501,,1,412,,0.0,betweenloci
5,Acerophagus,Mayridia,,I23990,I23988,L482_MERG00076_0101_SUPERCONTIG,L482_MERG00081_0101_SUPERCONTIG,.,97.25,437,742,581,12,0,145,581,,281,717,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L590_MERG00076_0101_SUPERCONTIG,L590_MERG00081_0101_SUPERCONTIG,.,98.60,501,682,501,6,1,1,501,,165,664,,0.0,withinloci
5,Acerophagus,Mayridia,,I23990,I23988,L722_MERG00076_0101_SUPERCONTIG,L722_MERG00081_0101_SUPERCONTIG,.,95.14,699,693,896,19,10,153,844,,1,691,,0.0,withinloci
5,Acerophagus,Metaphycus,,I23990,I23985,L960_MERG00076_0101_SUPERCONTIG,L960_MERG00082_0101_SUPERCONTIG,.,95.14,247,742,564,12,0,131,377,,248,494,,3.00E-110,withinloci
3,Acmopolynema,Australomymar,,I29028,I26409,L504_MERG00187_0101_SUPERCONTIG,L503_MERG00192_0101_SUPERCONTIG,.,98.58,141,942,1138,2,0,506,646,,554,694,,1.00E-64,betweenloci
5,Acmopolynema,Australomymar,,I29028,I26409,L504_MERG00187_0101_SUPERCONTIG,L504_MERG00192_0101_SUPERCONTIG,.,98.58,141,1135,1138,2,0,506,646,,588,728,,1.00E-67,withinloci
5,Acmopolynema,Australomymar,,I29028,I26409,L807_MERG00187_0101_SUPERCONTIG,L807_MERG00192_0101_SUPERCONTIG,.,95.06,81,1312,1236,4,0,176,256,,237,317,,9.00E-31,withinloci
3,Acmopolynema,Ischiodasys,,I29028,I26386,L504_MERG00187_0101_SUPERCONTIG,L503_MERG00200_0101_SUPERCONTIG,.,96.10,154,834,1138,6,0,492,645,,416,569,,4.00E-65,betweenloci
5,Acmopolynema,Polynema,,I29028,I26434,L112_MERG00187_0101_SUPERCONTIG,L112_MERG00205_0101_SUPERCONTIG,.,95.52,290,885,1441,13,0,589,878,,347,636,,5.00E-132,withinloci
5,Acmopolynema,Polynema,,I29028,I26434,L501_MERG00187_0101_SUPERCONTIG,L501_MERG00205_0101_SUPERCONTIG,.,95.07,203,870,1247,10,0,499,701,,336,538,,1.00E-88,withinloci
5,Acmopolynema,Polynema,,I29028,I26434,L858_MERG00187_0101_SUPERCONTIG,L858_MERG00205_0101_SUPERCONTIG,.,96.65,239,832,986,7,1,475,712,,226,464,,1.00E-111,withinloci
4,Aditrochus,Asparagobius,,I21665,I29050,L728_MERG00309_0101_SUPERCONTIG,L729_MERG00312_0101_SUPERCONTIG,.,95.79,190,496,711,8,0,190,379,,33,222,,5.00E-82,betweenloci
7,Aditrochus,Australeunotus,,I21665,I27396,L504_MERG00309_0101_SUPERCONTIG,L503_MERG00282_0101_SUPERCONTIG,.,97.09,172,836,499,4,1,60,231,,634,804,,1.00E-76,betweenloci
7,Aditrochus,Grooca,,I21665,I29053,L926_MERG00309_0101_SUPERCONTIG,L925_MERG00248_0101_SUPERCONTIG,.,95.24,168,1342,860,8,0,406,573,,1145,1312,,9.00E-70,betweenloci
7,Aditrochus,Lelapsomorpha,,I21665,I23212,L484_MERG00309_0101_SUPERCONTIG,L483_MERG00260_0101_SUPERCONTIG,.,95.18,83,1316,683,3,1,9,91,,1111,1192,,1.00E-28,betweenloci
10,Aditrochus,Macrorileya,,I21665,I26408,L920_MERG00309_0101_SUPERCONTIG,L920_MERG00160_0101_SUPERCONTIG,.,95.86,169,893,454,7,0,250,418,,294,462,,3.00E-75,withinloci
7,Aditrochus,Microdontomerus,,I21665,I29033,L420_MERG00309_0101_SUPERCONTIG,L422_MERG00377_0101_SUPERCONTIG,.,96.27,161,1076,828,6,0,386,546,,101,261,,3.00E-69,betweenloci
4,Aditrochus,Perilampomyia,,I21665,I23210,L27_MERG00309_0101_SUPERCONTIG,L26_MERG00317_0101_SUPERCONTIG,.,95.98,249,1086,791,10,0,1,249,,363,611,,2.00E-111,betweenloci
4,Aditrochus,Perilampomyia,,I21665,I23210,L624_MERG00309_0101_SUPERCONTIG,L623_MERG00317_0101_SUPERCONTIG,.,96.55,203,1003,1309,7,0,564,766,,557,355,,1.00E-90,betweenloci
6,Aditrochus,Perilampomyia,,I21665,I23210,L359_MERG00309_0101_SUPERCONTIG,L359_MERG00317_0101_SUPERCONTIG,.,95.69,232,741,843,10,0,236,467,,255,486,,4.00E-105,withinloci
6,Aditrochus,Perilampomyia,,I21665,I23210,L526_MERG00309_0101_SUPERCONTIG,L526_MERG00317_0101_SUPERCONTIG,.,96.10,77,1514,1452,3,0,1376,1452,,570,494,,5.00E-30,withinloci
6,Adontomerus,Diaspiniphagus,,I29034,I29026,L368_MERG00375_0101_SUPERCONTIG,L368_MERG00035_0101_SUPERCONTIG,.,100.00,667,667,1097,0,0,279,945,,1,667,,0.0,withinloci
1,Adontomerus,Dirphys,,I29034,I29031,L926_MERG00375_0101_SUPERCONTIG,L926_MERG00037_0101_SUPERCONTIG,.,99.22,128,284,128,1,0,1,128,,133,260,,4.00E-63,withinloci
1,Adontomerus,Dirphys,,I29034,I29031,L597_MERG00375_0101_SUPERCONTIG,L596_MERG00037_0101_SUPERCONTIG,.,96.82,377,590,966,12,0,1,377,,214,590,,3.00E-179,betweenloci
1,Adontomerus,Dirphys,,I29034,I29031,L330_MERG00375_0101_SUPERCONTIG,L330_MERG00037_0101_SUPERCONTIG,.,96.10,282,416,349,11,0,47,328,,135,416,,1.00E-131,withinloci
1,Adontomerus,Dirphys,,I29034,I29031,L512_MERG00375_0101_SUPERCONTIG,L512_MERG00037_0101_SUPERCONTIG,.,95.84,697,695,892,27,1,86,782,,1,695,,0.0,withinloci
1,Adontomerus,Dirphys,,I29034,I29031,L596_MERG00375_0101_SUPERCONTIG,L596_MERG00037_0101_SUPERCONTIG,.,95.08,590,590,1057,29,0,207,796,,1,590,,0.0,withinloci
4,Adontomerus,Halticoptera,,I29034,I21913,L979_MERG00375_0101_SUPERCONTIG,L980_MERG00335_0101_SUPERCONTIG,.,95.24,126,808,872,6,0,379,504,,216,341,,1.00E-49,betweenloci
4,Adontomerus,Idarnotorymus,,I29034,I28994,L165_MERG00375_0101_SUPERCONTIG,L164_MERG00376_0101_SUPERCONTIG,.,95.39,304,620,465,14,0,5,308,,314,617,,1.00E-135,betweenloci
4,Adontomerus,Idarnotorymus,,I29034,I28994,L236_MERG00375_0101_SUPERCONTIG,L235_MERG00376_0101_SUPERCONTIG,.,95.05,364,992,1102,18,0,331,694,,629,992,,6.00E-162,betweenloci
4,Adontomerus,Idarnotorymus,,I29034,I28994,L388_MERG00375_0101_SUPERCONTIG,L389_MERG00376_0101_SUPERCONTIG,.,95.18,353,945,1354,15,1,1002,1354,,267,617,,8.00E-157,betweenloci
4,Adontomerus,Idarnotorymus,,I29034,I28994,L523_MERG00375_0101_SUPERCONTIG,L524_MERG00376_0101_SUPERCONTIG,.,95.85,506,2118,1600,21,0,1093,1598,,340,845,,0.0,betweenloci
4,Adontomerus,Idarnotorymus,,I29034,I28994,L82_MERG00375_0101_SUPERCONTIG,L83_MERG00376_0101_SUPERCONTIG,.,95.70,372,942,767,16,0,219,590,,1,372,,7.00E-170,betweenloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L908_MERG00375_0101_SUPERCONTIG,L907_MERG00376_0101_SUPERCONTIG,.,95.87,751,1094,1014,31,0,1,751,,344,1094,,0.0,betweenloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L931_MERG00375_0101_SUPERCONTIG,L932_MERG00376_0101_SUPERCONTIG,.,95.33,321,1244,1358,15,0,568,888,,1,321,,6.00E-143,betweenloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L116_MERG00375_0101_SUPERCONTIG,L116_MERG00376_0101_SUPERCONTIG,.,95.88,291,1001,1046,11,1,757,1046,,629,919,,8.00E-134,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L221_MERG00375_0101_SUPERCONTIG,L221_MERG00376_0101_SUPERCONTIG,.,95.53,1498,1963,3068,67,0,1571,3068,,424,1921,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L221_MERG00375_0101_SUPERCONTIG,L221_MERG00376_0101_SUPERCONTIG,.,95.53,1500,1963,3068,67,0,37,1536,,424,1923,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L224_MERG00375_0101_SUPERCONTIG,L224_MERG00376_0101_SUPERCONTIG,.,95.89,414,794,652,17,0,94,507,,80,493,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L397_MERG00375_0101_SUPERCONTIG,L397_MERG00376_0101_SUPERCONTIG,.,96.62,266,898,955,9,0,286,551,,369,634,,2.00E-125,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L423_MERG00375_0101_SUPERCONTIG,L423_MERG00376_0101_SUPERCONTIG,.,96.33,354,1246,1307,12,1,953,1306,,731,1083,,5.00E-167,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L479_MERG00375_0101_SUPERCONTIG,L479_MERG00376_0101_SUPERCONTIG,.,95.52,1160,1268,1159,47,4,1,1159,,41,1196,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L608_MERG00375_0101_SUPERCONTIG,L608_MERG00376_0101_SUPERCONTIG,.,95.41,196,845,985,8,1,3,197,,9,204,,4.00E-86,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L616_MERG00375_0101_SUPERCONTIG,L616_MERG00376_0101_SUPERCONTIG,.,95.79,1044,1105,1191,39,4,24,1067,,1,1039,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L618_MERG00375_0101_SUPERCONTIG,L618_MERG00376_0101_SUPERCONTIG,.,95.07,913,1020,1097,38,4,169,1075,,109,1020,,0.0,withinloci
6,Adontomerus,Idarnotorymus,,I29034,I28994,L929_MERG00375_0101_SUPERCONTIG,L929_MERG00376_0101_SUPERCONTIG,.,95.85,603,664,933,15,4,339,933,,1,601,,0.0,withinloci
1,Adontomerus,Lambdobregma,,I29034,I29038,L109_MERG00375_0101_SUPERCONTIG,L109_MERG00154_0101_SUPERCONTIG,.,95.93,565,694,686,14,5,1,563,,137,694,,0.0,withinloci
3,Adontomerus,Microdontomerus,,I29034,I29033,L225_MERG00375_0101_SUPERCONTIG,L224_MERG00377_0101_SUPERCONTIG,.,95.15,515,1109,1224,25,0,253,767,,594,1108,,0.0,betweenloci
3,Adontomerus,Microdontomerus,,I29034,I29033,L363_MERG00375_0101_SUPERCONTIG,L364_MERG00377_0101_SUPERCONTIG,.,96.24,133,2311,1775,5,0,1643,1775,,1,133,,6.00E-55,betweenloci
3,Adontomerus,Microdontomerus,,I29034,I29033,L549_MERG00375_0101_SUPERCONTIG,L550_MERG00377_0101_SUPERCONTIG,.,95.97,149,1053,873,6,0,724,872,,638,786,,2.00E-62,betweenloci
5,Adontomerus,Microdontomerus,,I29034,I29033,L766_MERG00375_0101_SUPERCONTIG,L765_MERG00377_0101_SUPERCONTIG,.,95.90,122,572,593,5,0,11,132,,451,572,,2.00E-49,betweenloci
5,Adontomerus,Microdontomerus,,I29034,I29033,L1006_MERG00375_0101_SUPERCONTIG,L1006_MERG00377_0101_SUPERCONTIG,.,95.51,423,1272,1184,19,0,389,811,,454,876,,0.0,withinloci
5,Adontomerus,Microdontomerus,,I29034,I29033,L523_MERG00375_0101_SUPERCONTIG,L523_MERG00377_0101_SUPERCONTIG,.,95.85,506,1700,1600,21,0,1093,1598,,1106,1611,,0.0,withinloci
5,Adontomerus,Microdontomerus,,I29034,I29033,L549_MERG00375_0101_SUPERCONTIG,L549_MERG00377_0101_SUPERCONTIG,.,95.97,149,1056,873,6,0,724,872,,751,899,,2.00E-65,withinloci
7,Adontomerus,Neotriadomerus,,I29034,I28997,L423_MERG00375_0101_SUPERCONTIG,L424_MERG00202_0101_SUPERCONTIG,.,99.65,282,289,1307,1,0,988,1269,,8,289,,1.00E-144,betweenloci
7,Adontomerus,Ormyrus,,I29034,I21664,L432_MERG00375_0101_SUPERCONTIG,L430_MERG00210_0101_SUPERCONTIG,.,95.13,226,1432,1129,11,0,204,429,,311,536,,7.00E-97,betweenloci
8,Aeschylia,Eutrichosoma,,I26443,I26419,L505_MERG00310_0101_SUPERCONTIG,L506_MERG00291_0101_SUPERCONTIG,.,100.00,311,1242,1045,0,0,19,329,,4,314,,2.00E-162,betweenloci
8,Aeschylia,Eutrichosoma,,I26443,I26419,L514_MERG00310_0101_SUPERCONTIG,L515_MERG00291_0101_SUPERCONTIG,.,99.80,507,931,507,1,0,1,507,,141,647,,0.0,betweenloci
8,Aeschylia,Eutrichosoma,,I26443,I26419,L514_MERG00310_0101_SUPERCONTIG,L513_MERG00291_0101_SUPERCONTIG,.,100.00,496,1190,507,0,0,1,496,,695,1190,,0.0,betweenloci
9,Aeschylia,Eutrichosoma,,I26443,I26419,L418_MERG00310_0101_SUPERCONTIG,L418_MERG00291_0101_SUPERCONTIG,.,100.00,362,849,362,0,0,1,362,,175,536,,0.0,withinloci
9,Aeschylia,Eutrichosoma,,I26443,I26419,L514_MERG00310_0101_SUPERCONTIG,L514_MERG00291_0101_SUPERCONTIG,.,100.00,507,955,507,0,0,1,507,,307,813,,0.0,withinloci
7,Aeschylia,Neodipara,,I26443,I26427,L624_MERG00310_0101_SUPERCONTIG,L623_MERG00308_0101_SUPERCONTIG,.,100.00,297,1288,297,0,0,1,297,,659,955,,3.00E-155,betweenloci
7,Aeschylia,Neodipara,,I26443,I26427,L624_MERG00310_0101_SUPERCONTIG,L622_MERG00308_0101_SUPERCONTIG,.,100.00,280,1249,297,0,0,1,280,,970,1249,,8.00E-146,betweenloci
10,Aeschylia,Neodipara,,I26443,I26427,L624_MERG00310_0101_SUPERCONTIG,L624_MERG00308_0101_SUPERCONTIG,.,100.00,297,964,297,0,0,1,297,,347,643,,2.00E-158,withinloci
7,Afroneodipara,Amerostenus,,I27401,I27440,L973_MERG00307_0101_SUPERCONTIG,L974_MERG00263_0101_SUPERCONTIG,.,99.70,335,769,335,1,0,1,335,,17,351,,1.00E-174,betweenloci
9,Afroneodipara,Amerostenus,,I27401,I27440,L973_MERG00307_0101_SUPERCONTIG,L973_MERG00263_0101_SUPERCONTIG,.,99.70,335,686,335,1,0,1,335,,162,496,,9.00E-178,withinloci
,Afroneodipara,Boucekius,,I27401,I27439,L1043_MERG00307_0101_SUPERCONTIG,L1043_MERG00241_0101_SUPERCONTIG,.,100.00,301,1033,737,0,0,1,301,,196,496,,6.00E-160,withinloci
,Afroneodipara,Euderomphale,,I27401,I26463,L394_MERG00307_0101_SUPERCONTIG,L672_MERG00111_0101_SUPERCONTIG,.,100.00,70,539,734,0,0,1,70,,2,71,,1.00E-28,betweenloci
,Afroneodipara,Euderomphale,,I27401,I26463,L394_MERG00307_0101_SUPERCONTIG,L338_MERG00111_0101_SUPERCONTIG,.,98.67,75,686,734,0,1,1,74,,291,365,,3.00E-29,betweenloci
